critic,fresh,imdb,publication,quote,review_date,rtid,title
Louis B. Parks,rotten,119567.0,Houston Chronicle,"There are many more dinosaurs this time around, taking up much more screen time...But don't expect to be wowed as much as you were by Jurassic Park.",2000-01-01,11605.0,The Lost World: Jurassic Park
Stephen Holden,fresh,119567.0,New York Times,"The Lost World, while terrifically entertaining, is also structurally out of kilter.",2000-01-01,11605.0,The Lost World: Jurassic Park
Bill Stamets,rotten,119567.0,Chicago Reader,"Spielberg's dinos, manipulated by a small army of puppeteers, are watchable enough. But these artificial critters have little reason to be resurrected in our era, let alone on 3,300 screens over Memorial Day weekend.",2000-01-01,11605.0,The Lost World: Jurassic Park
Janet Maslin,rotten,117561.0,New York Times,"Exasperating as it is, Schizopolis has a deliberateness almost interesting enough to offset its sophomoric streak.",2003-05-20,21176.0,Schizopolis
Kevin Thomas,rotten,117561.0,Los Angeles Times,Schizopolis represents a minor act of self-indulgence on the part of the sometimes eccentric Steven Soderbergh but results in major tedium for the viewer.,2001-02-14,21176.0,Schizopolis
Mick LaSalle,fresh,117561.0,San Francisco Chronicle,"It's fresh, unexpected and goofy. It's not a smart career move, just a film that its director wanted to make for some crazy reason, and he made it.",2000-01-01,21176.0,Schizopolis
Richard Roeper,rotten,472175.0,Ebert & Roeper,... I felt as if I were being preached to throughout this film.,2006-05-24,646801615.0,Saving Shiloh
Stephen Whitty,rotten,472175.0,Newark Star-Ledger,Boring as porridge.,2006-05-12,646801615.0,Saving Shiloh
Lou Lumenick,rotten,472175.0,New York Post,An OK kids movie passing through on the way to video.,2006-05-12,646801615.0,Saving Shiloh
Elizabeth Weitzman,rotten,472175.0,New York Daily News,"You won't find the pragmatic intelligence of Naylor's original stories here, but even cynics may be touched by the film's remarkably wholesome lessons about friendship, family and forgiveness.",2006-05-12,646801615.0,Saving Shiloh
Roger Ebert,fresh,472175.0,Chicago Sun-Times,"It's a family film that deals with real problems and teaches real values, and yet is exciting and entertaining.",2006-05-12,646801615.0,Saving Shiloh
Sheri Linden,fresh,472175.0,Hollywood Reporter,Plain and simple but never simple-minded.,2006-05-12,646801615.0,Saving Shiloh
Anita Gates,fresh,472175.0,New York Times,"Saving Shiloh is touching, intelligent and admirably thoughtful.",2006-05-11,646801615.0,Saving Shiloh
Bill Muller,rotten,472175.0,Arizona Republic,"Two major issues here: The boy, Marty (Jason Dolley), is a patronizing do-gooder, and the dog, a beagle-looking fella, doesn't do much that's special.",2006-05-11,646801615.0,Saving Shiloh
John Anderson,fresh,472175.0,Variety,"Saving Shiloh, the third in the dog-hero trilogy drawn from the Phyllis Reynolds Naylor books, may be naive and narratively simple, but it's prime fare for the always underserved family aud.",2006-05-11,646801615.0,Saving Shiloh
Chuck Wilson,rotten,472175.0,L.A. Weekly,The latest film to be drawn from Phyllis Reynolds Naylor's best-selling young-adult trilogy about a frisky West Virginia beagle with a knack for bringing people together.,2006-05-11,646801615.0,Saving Shiloh
Mike Clark,rotten,114303.0,USA Today,Rough going.,2000-01-01,12808.0,Rough Magic
Mike Clark,rotten,120373.0,USA Today,"There are chuckles to be had, but get your own continuance by waiting for the video.",2000-01-01,12043.0,Trial and Error
,rotten,118787.0,USA Today,"Stifled by quaint Masterpiece Theatre-for-tykes pretensions, Buddy only comes alive when its quartet of real-life chimps go ape.",2000-01-01,12179.0,Buddy
Todd McCarthy,fresh,118880.0,Variety,"Rosenberg's sarcastic, tough-guy dialogue is full of lean-and-mean one-liners, and the superbly cast actors know how to milk them for all they're worth.",2008-09-18,13119.0,Con Air
,fresh,118880.0,Time Out,"Very cool, but also very cold.",2006-06-24,13119.0,Con Air
Peter Travers,rotten,118880.0,Rolling Stone,They're 'the worst of the worst.' So's the movie.,2001-05-11,13119.0,Con Air
Kenneth Turan,rotten,118880.0,Los Angeles Times,"Numbing but not boring, it's finally more dispiriting than exhilarating, like a wild night of debauchery that leaves only a fearsome hangover for a souvenir.",2001-02-14,13119.0,Con Air
Mick LaSalle,rotten,118880.0,San Francisco Chronicle,"I kept thinking that if their budget were cut in half, they would have made a better picture. If the special effects department were put on a much stricter budget, the show might have had to develop the characters beyond caricature.",2000-01-01,13119.0,Con Air
James Berardinelli,rotten,118880.0,ReelViews,Sitting through this movie is like watching a dog running in circles chasing its tail -- the amusement factor dies quickly as the situation become repetitive.,2000-01-01,13119.0,Con Air
Roger Ebert,fresh,118880.0,Chicago Sun-Times,"The movie is essentially a series of quick setups, brisk dialogue and elaborate action sequences.",2000-01-01,13119.0,Con Air
,rotten,118880.0,USA Today,"Massaging every demographic, this admittedly fast, funny and robustly acted progeny of The Rock exploits actions of killers and rapists -- then cynically sells family values with a lengthy wrap-up ballad.",2000-01-01,13119.0,Con Air
Janet Maslin,fresh,118880.0,New York Times,"All of the principals normally work in films more interesting and human than this one, which gives Con Air a touch of the subversive and turns it into a big-budget lark.",2000-01-01,13119.0,Con Air
Charles Taylor,rotten,118880.0,Salon.com,"How's the movie? Big, loud, brutal and stupid, that's how it is.",2000-01-01,13119.0,Con Air
David Stratton,fresh,114134.0,Variety,At first daunting but ultimately awesomely impressive and beautiful.,2009-03-26,18494.0,The Pillow Book
Derek Adams,fresh,114134.0,Time Out,"A very intimate, sensual film, and a torrid, lurid melodrama, full of passion, jealousy, hatred and revenge.",2006-06-24,18494.0,The Pillow Book
Roger Ebert,fresh,114134.0,Chicago Sun-Times,"A seductive and elegant story that combines a millennium of Japanese art and fetishes with the story of a neurotic modern woman who tells a lover: ""Treat me like the pages of a book.""",2004-04-09,18494.0,The Pillow Book
Desson Thomson,rotten,114134.0,Washington Post,"Greenaway, whose mind is one of the most impressive, complicated organs that ever sat on the shoulders of a filmmaker, seems to be playing connect the dots to himself, almost dumbing himself down to be commercial.",2002-01-22,18494.0,The Pillow Book
Kenneth Turan,rotten,114134.0,Los Angeles Times,"Despite its arresting visual style, its wave after wave of creative and hypnotic images, ""The Pillow Book,"" as its name hints, slowly but inexorably leads to sleep.",2001-02-14,18494.0,The Pillow Book
Janet Maslin,fresh,114134.0,New York Times,"''The Pillow Book'' finds the filmmaker at his most atypically seductive, creating a spellbinding web of cruel elegance and intricate gamesmanship, exploring the exotic, haunting beauty of the bizarre.",2000-01-01,18494.0,The Pillow Book
Ruthe Stein,rotten,114134.0,San Francisco Chronicle,"Such Greenaway films as ""The Cook, The Thief, His Wife & Her Lover,"" ""Prospero's Books"" and now this make one wonder if they're really as deep as they pretend to be. Perhaps, as his actors, this emperor has no clothes.",2000-01-01,18494.0,The Pillow Book
,fresh,114134.0,Entertainment Weekly,"I can't say that I've ever entertained fantasies of writing on someone's body. But Peter Greenaway's The Pillow Book does, at least, succeed in making it look like an erotic activity.",1997-06-06,18494.0,The Pillow Book
Joe Morgenstern,rotten,120179.0,Wall Street Journal,"Speed 2 is frantic action, tinny dialogue, perfunctory characterization and tried-and-false plot pilferings.",2013-05-28,12541.0,Speed 2: Cruise Control
Desmond Ryan,rotten,120179.0,Philadelphia Inquirer,"De Bont remains an expert director of action, but putting the reference to cruise control in the title serves as fair warning of an unengaged filmmaker on automatic pilot.",2013-05-28,12541.0,Speed 2: Cruise Control
Keith Simanton,rotten,120179.0,Seattle Times,[A] truly horrid sequel.,2013-05-28,12541.0,Speed 2: Cruise Control
Richard Schickel,rotten,120179.0,TIME Magazine,The human propensity to tamper with a good thing is probably ineluctable.,2013-05-28,12541.0,Speed 2: Cruise Control
Jay Boyar,rotten,120179.0,Orlando Sentinel,"In Speed 2, De Bont is, so to speak, at sea.",2013-05-28,12541.0,Speed 2: Cruise Control
Gene Siskel,fresh,120179.0,Chicago Tribune,Speed 2 is the most exciting to date of this summer's big action pictures.,2013-05-28,12541.0,Speed 2: Cruise Control
Lisa Schwarzbaum,rotten,120179.0,Entertainment Weekly,It's a complete lack of story that explains why this expensive production from the proficient creator of Speed and Twister sputters out on the high seas.,2011-09-07,12541.0,Speed 2: Cruise Control
Jonathan Rosenbaum,rotten,120179.0,Chicago Reader,Do yourself a favor and see a movie instead.,2009-07-21,12541.0,Speed 2: Cruise Control
Desson Thomson,rotten,120179.0,Washington Post,[It] sinks faster than a rock.,2009-07-21,12541.0,Speed 2: Cruise Control
Emanuel Levy,rotten,120179.0,Variety,"Speed 2 suffers from a slender script, a tedious first reel and a routine villain who lacks the entertaining menace that Speed's diabolical madman projected.",2008-09-01,12541.0,Speed 2: Cruise Control
,rotten,120179.0,Time Out,Dafoe's take on Dennis Hopper's Hopper impersonation is plain pointless; Bullock too is wasted in a ditzy half-role; and Patric is unsmiling and resolutely uncharismatic.,2006-02-09,12541.0,Speed 2: Cruise Control
Janet Maslin,rotten,120179.0,New York Times,"Speed 2 doesn't have much in mind besides convincing an audience that a runaway ocean liner is a dynamic menace. Fine, but it doesn't beat a runaway bus.",2003-05-20,12541.0,Speed 2: Cruise Control
Kenneth Turan,rotten,120179.0,Los Angeles Times,Even the film's big-ticket closing stunts are more impressive for their size than for any excitement they generate.,2001-02-14,12541.0,Speed 2: Cruise Control
Mick LaSalle,rotten,120179.0,San Francisco Chronicle,They keep getting worse and worse and worse . . .,2000-01-01,12541.0,Speed 2: Cruise Control
Roger Ebert,fresh,120179.0,Chicago Sun-Times,"Movies like this embrace goofiness with an almost sensual pleasure. And so, on a warm summer evening, do I.",2000-01-01,12541.0,Speed 2: Cruise Control
Charles Taylor,rotten,120179.0,Salon.com,I hope that somewhere Keanu Reeves is laughing about being considered a nonactor while the wax dummy Jason Patric has somehow achieved a rep as intense and gifted.,2000-01-01,12541.0,Speed 2: Cruise Control
Mike Clark,rotten,120179.0,USA Today,A waterlogged sequel that'll soon be bottom-feeding with Beyond the Poseidon Adventure.,2000-01-01,12541.0,Speed 2: Cruise Control
James Berardinelli,rotten,120179.0,ReelViews,Speed 2 can be numbered among the worst second chapters ever made.,2000-01-01,12541.0,Speed 2: Cruise Control
Lisa Schwarzbaum,rotten,118688.0,Entertainment Weekly,"By now, the dispatching of various comic-book meanies is the least satisfying part of the deal, no matter how many disco scenes or gizmos are thrown onto the screen.",2010-07-07,11169.0,Batman & Robin
Jonathan Rosenbaum,rotten,118688.0,Chicago Reader,"Loud, uninspired, and interminable.",2007-04-16,11169.0,Batman & Robin
Todd McCarthy,rotten,118688.0,Variety,"The villains, Arnold Schwarzenegger and especially Uma Thurman in this instance, remain the highlights here, as the rest of the gargantuan production lacks the dash and excitement that would have given the franchise a boost in its eighth year.",2007-04-16,11169.0,Batman & Robin
,rotten,118688.0,Time Out,The fourth Bat-flick finds this juvenile franchise running on empty.,2006-01-26,11169.0,Batman & Robin
Liam Lacey,rotten,118688.0,Globe and Mail,"Campy costumes can't disguise the incoherent plot, confused performances and lame script that send this star vehicle spiralling downward.",2002-11-15,11169.0,Batman & Robin
Jeff Strickler,rotten,118688.0,Minneapolis Star Tribune,"[Schumacher's] storytelling is limp, and the characters lack energy.",2002-11-06,11169.0,Batman & Robin
Mick LaSalle,rotten,118688.0,San Francisco Chronicle,"George Clooney is the big zero of the film, and should go down in history as the George Lazenby of the series.",2001-07-24,11169.0,Batman & Robin
Jeff Millar,fresh,118688.0,Houston Chronicle,"If you like 'em busy, this sequel is for you.",2001-07-24,11169.0,Batman & Robin
